rank;rank_w;name1;name2;name3;name4;name5;score;from_url;name6;name7
55;[56];Justin Tobias Department of Economics, Krannert School of Management, Purdue University, West Lafayette;/e/pto30.html;Justin  Tobias;Department of Economics, Krannert School of Management, Purdue University;;45.6;http://ideas.repec.org/top/top.usa-in.html;;;
1;[1];René M. Stulz Department of Finance, Fisher College of Business, Ohio State University, Columbus;/f/pst226.html;René M. Stulz;Department of Finance, Fisher College of Business, Ohio State University;;1.08;http://ideas.repec.org/top/top.usa-oh.html;;;
2;[2];Lung-Fei Lee Department of Economics, Ohio State University, Columbus;/e/ple74.html;Lung-Fei  Lee;Department of Economics, Ohio State University;;2.67;http://ideas.repec.org/top/top.usa-oh.html;;;
3;[4];Michael Steven Weisbach Fisher College of Business, Ohio State University, Columbus;/e/pwe127.html;Michael Steven Weisbach;Fisher College of Business, Ohio State University;;2.96;http://ideas.repec.org/top/top.usa-oh.html;;;
4;[6];John H. Kagel Department of Economics, Ohio State University, Columbus;/f/pka270.html;John H. Kagel;Department of Economics, Ohio State University;;5.29;http://ideas.repec.org/top/top.usa-oh.html;;;
5;[7];Todd Clark Economic Research, Federal Reserve Bank of Cleveland, Cleveland;/e/pcl55.html;Todd  Clark;Economic Research, Federal Reserve Bank of Cleveland;;5.34;http://ideas.repec.org/top/top.usa-oh.html;;;
6;[5];Loretta J. Mester Federal Reserve Bank of Cleveland, Cleveland;/e/pme136.html;Loretta J. Mester;Federal Reserve Bank of Cleveland;;5.59;http://ideas.repec.org/top/top.usa-oh.html;;;
7;[8];David Blau Department of Economics, Ohio State University, Columbus;/e/pbl13.html;David  Blau;Department of Economics, Ohio State University;;6.25;http://ideas.repec.org/top/top.usa-oh.html;;;
8;[10];Dan Levin Department of Economics, Ohio State University, Columbus;/f/ple601.html;Dan  Levin;Department of Economics, Ohio State University;;9.59;http://ideas.repec.org/top/top.usa-oh.html;;;
9;[12];Joseph Haubrich Economic Research, Federal Reserve Bank of Cleveland, Cleveland;/e/pha107.html;Joseph  Haubrich;Economic Research, Federal Reserve Bank of Cleveland;;10.67;http://ideas.repec.org/top/top.usa-oh.html;;;
10;[11];Lu Zhang Department of Finance, Fisher College of Business, Ohio State University, Columbus;/e/pzh29.html;Lu  Zhang;Department of Finance, Fisher College of Business, Ohio State University;;10.74;http://ideas.repec.org/top/top.usa-oh.html;;;
11;[13];Paul Evans Department of Economics, Ohio State University, Columbus;/e/pev42.html;Paul  Evans;Department of Economics, Ohio State University;;11.71;http://ideas.repec.org/top/top.usa-oh.html;;;
12;[15];Richard H. Steckel Department of Economics, Ohio State University, Columbus;/f/pst352.html;Richard H. Steckel;Department of Economics, Ohio State University;;14.29;http://ideas.repec.org/top/top.usa-oh.html;;;
13;[14];Roman M. Sheremeta Department of Economics, Weatherhead School of Management, Case Western Reserve University, Cleveland;/f/psh307.html;Roman M. Sheremeta;Department of Economics, Weatherhead School of Management, Case Western Reserve University;;15.59;http://ideas.repec.org/top/top.usa-oh.html;;;
14;[16];Aubhik Khan Department of Economics, Ohio State University, Columbus;/e/pkh5.html;Aubhik  Khan;Department of Economics, Ohio State University;;16.01;http://ideas.repec.org/top/top.usa-oh.html;;;
15;[18];Donald Richard Haurin Department of Economics, Ohio State University, Columbus;/e/pha178.html;Donald Richard Haurin;Department of Economics, Ohio State University;;16.77;http://ideas.repec.org/top/top.usa-oh.html;;;
16;[17];James Peck Department of Economics, Ohio State University, Columbus;/e/ppe62.html;James  Peck;Department of Economics, Ohio State University;;17.7;http://ideas.repec.org/top/top.usa-oh.html;;;
17;[19];Bruce A. Weinberg Department of Economics, Ohio State University, Columbus;/e/pwe74.html;Bruce A. Weinberg;Department of Economics, Ohio State University;;18.13;http://ideas.repec.org/top/top.usa-oh.html;;;
18;[20];Bruce Fallick Economic Research, Federal Reserve Bank of Cleveland, Cleveland;/e/pfa146.html;Bruce  Fallick;Economic Research, Federal Reserve Bank of Cleveland;;19.19;http://ideas.repec.org/top/top.usa-oh.html;;;
19;[21];J. Huston McCulloch Department of Economics, Ohio State University, Columbus;/e/pmc199.html;J. Huston  McCulloch;Department of Economics, Ohio State University;;20.49;http://ideas.repec.org/top/top.usa-oh.html;;;
20;[26];Raj Aggarwal Department of Finance, College of Business Administration, University of Akron, Akron;/e/pag27.html;Raj  Aggarwal;Department of Finance, College of Business Administration, University of Akron;;21.19;http://ideas.repec.org/top/top.usa-oh.html;;;
21;[3];David Schmeidler Department of Economics, Ohio State University, Columbus;/e/psc61.html;David  Schmeidler;Department of Economics, Ohio State University;;21.65;http://ideas.repec.org/top/top.usa-oh.html;;;
22;[22];Julia Kathryn Thomas Department of Economics, Ohio State University, Columbus;/e/pth42.html;Julia Kathryn Thomas;Department of Economics, Ohio State University;;21.71;http://ideas.repec.org/top/top.usa-oh.html;;;
23;[23];Audrey Light Department of Economics, Ohio State University, Columbus;/f/pli678.html;Audrey  Light;Department of Economics, Ohio State University;;21.89;http://ideas.repec.org/top/top.usa-oh.html;;;
24;[29];Brian E. Roe Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus;/f/pro918.html;Brian E. Roe;Department of Agricultural, Environmental and Development Economics, Ohio State University;;22.66;http://ideas.repec.org/top/top.usa-oh.html;;;
25;[25];Ben Craig Federal Reserve Bank of Cleveland, Cleveland;/e/pcr197.html;Ben  Craig;Federal Reserve Bank of Cleveland;;23.82;http://ideas.repec.org/top/top.usa-oh.html;;;
26;[28];James B. Thomson Department of Finance, College of Business Administration, University of Akron, Akron;/e/pth49.html;James B. Thomson;Department of Finance, College of Business Administration, University of Akron;;24.76;http://ideas.repec.org/top/top.usa-oh.html;;;
27;[9];Mark D. Partridge Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus;/f/ppa652.html;Mark D. Partridge;Department of Agricultural, Environmental and Development Economics, Ohio State University;;25.85;http://ideas.repec.org/top/top.usa-oh.html;;;
28;[27];Robert De Jong Department of Economics, Ohio State University, Columbus;/f/pde708.html;Robert  De Jong;Department of Economics, Ohio State University;;26.95;http://ideas.repec.org/top/top.usa-oh.html;;;
29;[30];Ellis W. Tallman Economic Research, Federal Reserve Bank of Cleveland, Cleveland;/e/pta94.html;Ellis W. Tallman;Economic Research, Federal Reserve Bank of Cleveland;;26.97;http://ideas.repec.org/top/top.usa-oh.html;;;
30;[31];Itzhak Ben-David Fisher College of Business, Ohio State University, Columbus;/f/pbe619.html;Itzhak  Ben-David;Fisher College of Business, Ohio State University;;28.92;http://ideas.repec.org/top/top.usa-oh.html;;;
31;[34];Owen F. Humpage Economic Research, Federal Reserve Bank of Cleveland, Cleveland;/f/phu403.html;Owen F. Humpage;Economic Research, Federal Reserve Bank of Cleveland;;29.62;http://ideas.repec.org/top/top.usa-oh.html;;;
32;[35];Tim Haab Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus;/f/pha436.html;Tim  Haab;Department of Agricultural, Environmental and Development Economics, Ohio State University;;30.71;http://ideas.repec.org/top/top.usa-oh.html;;;
33;[32];Edward Simpson Prescott Economic Research, Federal Reserve Bank of Cleveland, Cleveland;/e/ppr11.html;Edward Simpson Prescott;Economic Research, Federal Reserve Bank of Cleveland;;31.11;http://ideas.repec.org/top/top.usa-oh.html;;;
34;[33];Hui Guo Department of Finance - Real Estate, College of Business, University of Cincinnati, Cincinnati;/e/pgu113.html;Hui  Guo;Department of Finance - Real Estate, College of Business, University of Cincinnati;;31.66;http://ideas.repec.org/top/top.usa-oh.html;;;
35;[36];Mark Edward Schweitzer Economic Research, Federal Reserve Bank of Cleveland, Cleveland;/f/psc593.html;Mark Edward Schweitzer;Economic Research, Federal Reserve Bank of Cleveland;;32.91;http://ideas.repec.org/top/top.usa-oh.html;;;
36;[37];Yuliya Demyanyk Economic Research, Federal Reserve Bank of Cleveland, Cleveland;/f/pde298.html;Yuliya  Demyanyk;Economic Research, Federal Reserve Bank of Cleveland;;34.69;http://ideas.repec.org/top/top.usa-oh.html;;;
37;[39];Michael Arnold Nelson Department of Economics, University of Akron, Akron;/f/pne221.html;Michael Arnold Nelson;Department of Economics, University of Akron;;35.31;http://ideas.repec.org/top/top.usa-oh.html;;;
38;[38];David Brasington Department of Economics, College of Business, University of Cincinnati, Cincinnati;/e/pbr36.html;David  Brasington;Department of Economics, College of Business, University of Cincinnati;;35.62;http://ideas.repec.org/top/top.usa-oh.html;;;
39;[41];Elena Grace Irwin Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus;/e/pir42.html;Elena Grace Irwin;Department of Agricultural, Environmental and Development Economics, Ohio State University;;37.26;http://ideas.repec.org/top/top.usa-oh.html;;;
40;[40];Christa H.S. Bouwman Weatherhead School of Management, Case Western Reserve University, Cleveland;/f/pbo343.html;Christa H.S. Bouwman;Weatherhead School of Management, Case Western Reserve University;;37.92;http://ideas.repec.org/top/top.usa-oh.html;;;
41;[45];Ian M. Sheldon Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus;/f/psh842.html;Ian M. Sheldon;Department of Agricultural, Environmental and Development Economics, Ohio State University;;39.01;http://ideas.repec.org/top/top.usa-oh.html;;;
42;[44];Ozgur Emre Ergungor Economic Research, Federal Reserve Bank of Cleveland, Cleveland;/e/per2.html;Ozgur Emre Ergungor;Economic Research, Federal Reserve Bank of Cleveland;;39.69;http://ideas.repec.org/top/top.usa-oh.html;;;
43;[43];Debashis Pal Department of Economics, College of Business, University of Cincinnati, Cincinnati;/f/ppa865.html;Debashis  Pal;Department of Economics, College of Business, University of Cincinnati;;40.38;http://ideas.repec.org/top/top.usa-oh.html;;;
44;[42];Xiaoji Lin Fisher College of Business, Ohio State University, Columbus;/f/pli453.html;Xiaoji  Lin;Fisher College of Business, Ohio State University;;42.27;http://ideas.repec.org/top/top.usa-oh.html;;;
45;[48];Will Melick Economics Department, Kenyon College, GambierEconomic Research, Federal Reserve Bank of Cleveland, Cleveland;/f/pme261.html;Will  Melick;Economics Department, Kenyon College;Economic Research, Federal Reserve Bank of Cleveland;43.1;http://ideas.repec.org/top/top.usa-oh.html;;;
46;[47];Mario Javier Miranda Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus;/e/pmi194.html;Mario Javier Miranda;Department of Agricultural, Environmental and Development Economics, Ohio State University;;43.2;http://ideas.repec.org/top/top.usa-oh.html;;;
47;[46];Ruben Hernandez-Murillo Federal Reserve Bank of Cleveland, Cleveland;/e/phe35.html;Ruben  Hernandez-Murillo;Federal Reserve Bank of Cleveland;;43.36;http://ideas.repec.org/top/top.usa-oh.html;;;
48;[50];Edward S. Knotek IIEconomic Research, Federal Reserve Bank of Cleveland, Cleveland;/e/pkn16.html;Edward S. Knotek II;Economic Research, Federal Reserve Bank of Cleveland;;45.66;http://ideas.repec.org/top/top.usa-oh.html;;;
49;[62];Ani L. Katchova Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus;/f/pka623.html;Ani L. Katchova;Department of Agricultural, Environmental and Development Economics, Ohio State University;;46.06;http://ideas.repec.org/top/top.usa-oh.html;;;
50;[51];Emmanuel Dechenaux Department of Economics, College of Business Administration, Kent State University, Kent;/f/pde725.html;Emmanuel  Dechenaux;Department of Economics, College of Business Administration, Kent State University;;46.88;http://ideas.repec.org/top/top.usa-oh.html;;;
51;[52];Lixin Ye Department of Economics, Ohio State University, Columbus;/e/pye32.html;Lixin  Ye;Department of Economics, Ohio State University;;47.81;http://ideas.repec.org/top/top.usa-oh.html;;;
52;[49];Brent Sohngen Department of Agricultural, Environmental and Development Economics, Ohio State University, Columbus;/f/pso478.html;Brent  Sohngen;Department of Agricultural, Environmental and Development Economics, Ohio State University;;47.94;http://ideas.repec.org/top/top.usa-oh.html;;;
53;[54];Randal John Verbrugge Economic Research, Federal Reserve Bank of Cleveland, Cleveland;/e/pve29.html;Randal John Verbrugge;Economic Research, Federal Reserve Bank of Cleveland;;47.98;http://ideas.repec.org/top/top.usa-oh.html;;;
54;[53];William Edward Even Department of Economics, Richard T. Farmer School of Business, Miami University, Oxford;/e/pev11.html;William Edward Even;Department of Economics, Richard T. Farmer School of Business, Miami University;;49.31;http://ideas.repec.org/top/top.usa-oh.html;;;
55;[24];Belton M. Fleisher Department of Economics, Ohio State University, Columbus;/e/pfl31.html;Belton M. Fleisher;Department of Economics, Ohio State University;;50.35;http://ideas.repec.org/top/top.usa-oh.html;;;
1;[1];Antonio Afonso Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/e/paf1.html;Antonio  Afonso;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;2.32;http://ideas.repec.org/top/top.portugal.html;;;
2;[2];Pedro Portugal Banco de Portugal, LisboaSchool of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/ppo66.html;Pedro  Portugal;Banco de Portugal;School of Business and Economics, Universidade Nova de Lisboa;2.83;http://ideas.repec.org/top/top.portugal.html;;;
3;[3];Pedro Santa-Clara School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/f/psa1486.html;Pedro  Santa-Clara;School of Business and Economics, Universidade Nova de Lisboa;;3.43;http://ideas.repec.org/top/top.portugal.html;;;
4;[5];Miguel A. Ferreira School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/f/pfe454.html;Miguel A. Ferreira;School of Business and Economics, Universidade Nova de Lisboa;;5.49;http://ideas.repec.org/top/top.portugal.html;;;
5;[7];Paulo Guimaraes Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto, PortoBanco de Portugal, Lisboa;/e/pgu11.html;Paulo  Guimaraes;Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto;Banco de Portugal;7.2;http://ideas.repec.org/top/top.portugal.html;;;
6;[11];Isabel Correia Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa, LisboaBanco de Portugal, Lisboa;/e/pco92.html;Isabel  Correia;Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa;Banco de Portugal;7.71;http://ideas.repec.org/top/top.portugal.html;;;
7;[10];Pedro Pita Barros School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/pba45.html;Pedro Pita Barros;School of Business and Economics, Universidade Nova de Lisboa;;8.25;http://ideas.repec.org/top/top.portugal.html;;;
8;[8];Ricardo M. Sousa Departamento de Economia, Escola de Economia e Gestão, Universidade do Minho, BragaNúcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho, Braga;/e/pso60.html;Ricardo M. Sousa;Departamento de Economia, Escola de Economia e Gestão, Universidade do Minho;Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho;8.69;http://ideas.repec.org/top/top.portugal.html;;;
9;[12];Odd Rune Straume Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho, BragaEscola de Economia e Gestão, Universidade do Minho, Braga;/e/pst8.html;Odd Rune  Straume;Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho;Escola de Economia e Gestão, Universidade do Minho;8.9;http://ideas.repec.org/top/top.portugal.html;;;
10;[15];José António Ferreira Machado School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/f/pma752.html;José António Ferreira Machado;School of Business and Economics, Universidade Nova de Lisboa;;12.2;http://ideas.repec.org/top/top.portugal.html;;;
11;[22];Francisco José Veiga Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho, BragaEscola de Economia e Gestão, Universidade do Minho, Braga;/e/pve39.html;Francisco José Veiga;Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho;Escola de Economia e Gestão, Universidade do Minho;17.22;http://ideas.repec.org/top/top.portugal.html;;;
12;[14];Pedro Teles Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa, LisboaBanco de Portugal, Lisboa;/e/pte24.html;Pedro  Teles;Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa;Banco de Portugal;17.43;http://ideas.repec.org/top/top.portugal.html;;;
13;[19];Paulo M. M. Rodrigues Banco de Portugal, LisboaSchool of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/pro11.html;Paulo M. M. Rodrigues;Banco de Portugal;School of Business and Economics, Universidade Nova de Lisboa;18.42;http://ideas.repec.org/top/top.portugal.html;;;
14;[21];Fernando Martins Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaInstituto Superior de Contabilidade e Administração de Lisboa (ISCAL), Instituto Politécnico de Lisboa, LisboaBanco de Portugal, Lisboa;/f/pma760.html;Fernando  Martins;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;18.99;http://ideas.repec.org/top/top.portugal.html;Instituto Superior de Contabilidade e Administração de Lisboa (ISCAL), Instituto Politécnico de Lisboa;Banco de Portugal;
15;[23];António Rua Banco de Portugal, Lisboa;/e/pru99.html;António  Rua;Banco de Portugal;;19.96;http://ideas.repec.org/top/top.portugal.html;;;
16;[16];Aurora Amélia Castro Teixeira Observatório de Economia e Geastão de Fraude (OBEGEF), Faculdade de Economia, Universidade do Porto, PortoCentro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto, PortoUnidade de Inovação e Transferência de Tecnologia (UITT), INESC, Porto;/e/pte46.html;Aurora Amélia Castro Teixeira;Observatório de Economia e Geastão de Fraude (OBEGEF), Faculdade de Economia, Universidade do Porto;Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto;20.98;http://ideas.repec.org/top/top.portugal.html;Unidade de Inovação e Transferência de Tecnologia (UITT), INESC;;
17;[13];Jose Tavares School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/pta6.html;Jose  Tavares;School of Business and Economics, Universidade Nova de Lisboa;;21.55;http://ideas.repec.org/top/top.portugal.html;;;
18;[31];Pedro C. Vicente School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/pvi115.html;Pedro C. Vicente;School of Business and Economics, Universidade Nova de Lisboa;;21.77;http://ideas.repec.org/top/top.portugal.html;;;
19;[17];Joao Tovar Jalles Centro Globalização e Governação (CGG), School of Business and Economics, Universidade Nova de Lisboa, LisboaUnidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/f/pja203.html;Joao Tovar Jalles;Centro Globalização e Governação (CGG), School of Business and Economics, Universidade Nova de Lisboa;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;22.74;http://ideas.repec.org/top/top.portugal.html;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;;
20;[30];Paulino Teixeira Centre for Business and Economics Research (CeBER), Faculdade de Economia, Universidade do Coimbra, CoimbraGrupo de Estudos Monetários e Financeiros (GEMF), Faculdade de Economia, Universidade do Coimbra, Coimbra;/e/pte95.html;Paulino  Teixeira;Centre for Business and Economics Research (CeBER), Faculdade de Economia, Universidade do Coimbra;Grupo de Estudos Monetários e Financeiros (GEMF), Faculdade de Economia, Universidade do Coimbra;24.63;http://ideas.repec.org/top/top.portugal.html;;;
21;[4];Rosa Portela Forte Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto, Porto;/e/pfo106.html;Rosa Portela Forte;Centro de Economia e Finanças (cef.up), Faculdade de Economia, Universidade do Porto;;25.63;http://ideas.repec.org/top/top.portugal.html;;;
22;[38];Octávio Figueiredo Faculdade de Economia, Universidade do Porto, Porto;/e/pfi33.html;Octávio  Figueiredo;Faculdade de Economia, Universidade do Porto;;26.06;http://ideas.repec.org/top/top.portugal.html;;;
23;[25];Luca David Opromolla Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaBanco de Portugal, Lisboa;/e/pop6.html;Luca David  Opromolla;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;26.34;http://ideas.repec.org/top/top.portugal.html;Banco de Portugal;;
24;[32];Helder Vasconcelos Faculdade de Economia, Universidade do Porto, Porto;/e/pva151.html;Helder  Vasconcelos;Faculdade de Economia, Universidade do Porto;;28.32;http://ideas.repec.org/top/top.portugal.html;;;
25;[35];Carlos Robalo Marques Banco de Portugal, Lisboa;/f/pma812.html;Carlos Robalo Marques;Banco de Portugal;;28.86;http://ideas.repec.org/top/top.portugal.html;;;
26;[34];Luis C. Nunes School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/pnu43.html;Luis C. Nunes;School of Business and Economics, Universidade Nova de Lisboa;;29.19;http://ideas.repec.org/top/top.portugal.html;;;
27;[37];Mário Centeno Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/e/pce38.html;Mário  Centeno;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;29.39;http://ideas.repec.org/top/top.portugal.html;;;
28;[29];Jorge A. Braga de Macedo Centro Globalização e Governação (CGG), School of Business and Economics, Universidade Nova de Lisboa, Lisboa;/f/pbr373.html;Jorge A. Braga de Macedo;Centro Globalização e Governação (CGG), School of Business and Economics, Universidade Nova de Lisboa;;30.88;http://ideas.repec.org/top/top.portugal.html;;;
29;[33];Tiago Neves Sequeira Departamento de Gestão e Economia, Universidade da Beira Interior, CovilhãCentro de Estudos e Formação Avançada em Gestão e Economia (CEFAGE-UE), Universidade de Évora, ÉvoraSchool of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/pse37.html;Tiago Neves Sequeira;Departamento de Gestão e Economia, Universidade da Beira Interior;Centro de Estudos e Formação Avançada em Gestão e Economia (CEFAGE-UE), Universidade de Évora;32.23;http://ideas.repec.org/top/top.portugal.html;School of Business and Economics, Universidade Nova de Lisboa;;
30;[44];Orlando Gomes Instituto Superior de Contabilidade e Administração de Lisboa (ISCAL), Instituto Politécnico de Lisboa, LisboaUnidade de Investigação em Desenvolvimento Empresarial (UNIDE), Business School, ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa;/e/pgo153.html;Orlando  Gomes;Instituto Superior de Contabilidade e Administração de Lisboa (ISCAL), Instituto Politécnico de Lisboa;Unidade de Investigação em Desenvolvimento Empresarial (UNIDE), Business School, ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL);32.54;http://ideas.repec.org/top/top.portugal.html;;;
31;[39];Joaquim Ramalho Departamento de Economia, Business School, ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL), LisboaUnidade de Investigação em Desenvolvimento Empresarial (UNIDE), Business School, ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa;/e/pra147.html;Joaquim  Ramalho;Departamento de Economia, Business School, ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL);Unidade de Investigação em Desenvolvimento Empresarial (UNIDE), Business School, ISCTE - Instituto Universitário de Lisboa (ISCTE-IUL);33.23;http://ideas.repec.org/top/top.portugal.html;;;
32;[40];Miguel Aubyn Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/e/pau1.html;Miguel  Aubyn;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;33.92;http://ideas.repec.org/top/top.portugal.html;;;
33;[36];João Amador Banco de Portugal, LisboaSchool of Business and Economics, Universidade Nova de Lisboa, Lisboa;/e/pam100.html;João  Amador;Banco de Portugal;School of Business and Economics, Universidade Nova de Lisboa;36.51;http://ideas.repec.org/top/top.portugal.html;;;
34;[41];Paulo B. Brito Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/e/pbr115.html;Paulo B. Brito;Unidade de Estudos sobre Complexidade e Economia (UECE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;38;http://ideas.repec.org/top/top.portugal.html;;;
35;[47];Luís Aguiar-Conraria Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho, BragaEscola de Economia e Gestão, Universidade do Minho, Braga;/e/pag24.html;Luís  Aguiar-Conraria;Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho;Escola de Economia e Gestão, Universidade do Minho;38.06;http://ideas.repec.org/top/top.portugal.html;;;
36;[45];Vitor Castro Faculdade de Economia, Universidade do Coimbra, Coimbra;/f/pca481.html;Vitor  Castro;Faculdade de Economia, Universidade do Coimbra;;38.55;http://ideas.repec.org/top/top.portugal.html;;;
37;[52];Teresa Lloyd-Braga Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa, Lisboa;/e/pll3.html;Teresa  Lloyd-Braga;Faculdade de Ciências Económicas e Empresariais, Universidade Católica Portuguesa;;38.85;http://ideas.repec.org/top/top.portugal.html;;;
38;[55];Linda Gonçalves Veiga Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho, BragaEscola de Economia e Gestão, Universidade do Minho, Braga;/e/pve42.html;Linda Gonçalves Veiga;Núcleo de Investigação em Políticas Económicas (NIPE), Universidade do Minho;Escola de Economia e Gestão, Universidade do Minho;40.78;http://ideas.repec.org/top/top.portugal.html;;;
39;[54];Esmeralda A. Ramalho Centro de Matemática Aplicada à Previsão e Decisão Económica (CEMAPRE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, LisboaResearch on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa, Lisboa;/e/pra185.html;Esmeralda A. Ramalho;Centro de Matemática Aplicada à Previsão e Decisão Económica (CEMAPRE), Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;Research on Economics and Mathematics (REM), Instituto Superior de Economia e Gestão (ISEG), Universidade de Lisboa;40.87;http://ideas.repec.org/top/top.portugal.html;;;
